id,name,intelligence,strength,speed,durability,full-name,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg
643,Supergirl,94.0,100.0,100.0,100.0,Kara Zor-El,"Linda Lang, Kara-El, Kara Kent, Flamebird, Trinity Child, Teen of Tomorrow, The Girl of Steel, The Maid of Might, The Princess of Power, Mighty Maid, Claire Connors, Bluebird","Argo City, Krypton","Superman/Batman #8 (May, 2004)",2004-03-17,DC Comics,good,Female,Kryptonian,"[""5'5"", '165 cm']","['120 lb', '54 kg']",blue,blond,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",165.0,120.0
646,Swarm,75.0,18.0,50.0,90.0,Fritz von Meyer,Unknown,Unknown,"Champions #14 (July, 1977)",1977-04-05,Marvel Comics,bad,Male,Mutant,"[""6'5"", '196 cm']","['104 lb', '47 kg']",yellow,no hair,Ph.D. in toxicology & entomology,Formerly South Africa,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",Unknown,196.0,104.0
648,Synch,75.0,67.0,23.0,28.0,Everett Thomas,Unknown,Unknown,X-Men #36 (1994),1994-07-05,Marvel Comics,good,Male,Unknown,"[""5'11"", '180 cm']","['165 lb', '74 kg']",brown,black,Student,Massachusetts Academy,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",180.0,165.0
653,Taskmaster,75.0,12.0,50.0,20.0,Tony Masters,Unknown,Unknown,Avengers #195,1980-02-12,Marvel Comics,bad,Male,Human,"[""6'2"", '188 cm']","['220 lb', '99 kg']",brown,brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy",Unknown,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",188.0,220.0
655,Thanos,100.0,100.0,33.0,100.0,Thanos,"The Mad Titan, Masterlord, The Overmaster, Chins",Titan,Iron Man #55,1972-12-12,Marvel Comics,bad,Male,Eternal,"[""6'7"", '201 cm']","['985 lb', '443 kg']",red,no hair,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Zodiac (ally); formerly Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",201.0,985.0
657,The Comedian,63.0,14.0,17.0,10.0,Edward Morgen Blake,Eddie Blake,Unknown,"Watchmen #1 (September, 1986)",1986-07-29,DC Comics,neutral,Male,Human,"[""6'2"", '188 cm']","['225 lb', '101 kg']",brown,black,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen","Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",188.0,225.0
658,Thing,75.0,84.0,21.0,100.0,Ben Grimm,"Blackbeard the Pirate, Grim Ben, Dr. Josiah Verpoorteen","New York City, New York","Fantastic Four #1 (November, 1961)",1961-08-08,Marvel Comics,good,Male,Human / Radiation,"[""6'0"", '183 cm']","['500 lb', '225 kg']",blue,no hair,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",183.0,500.0
660,Thor Girl,75.0,83.0,70.0,84.0,Tarene,"Asgard Lass, the Designate, the Destroyer, Hammerette, Hammer Girl, Hammer Lass, Tara Olson, Spirit of the Jewel, the Supreme, Thoreta, Thorita, Thor Lass",Unknown,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",2000-02-09,Marvel Comics,good,Female,Asgardian,"[""5'9"", '175 cm']","['317 lb', '143 kg']",blue,blond,Unknown,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Ally of the Asgardians,Unknown,175.0,317.0
661,Thunderbird,50.0,32.0,27.0,32.0,John Proudstar,Unknown,"Camp Verde, Arizona",Giant-Size X-Men #1 (1975),1975-05-01,Marvel Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['225 lb', '101 kg']",brown,black,"Former adventurer, student, Marine","Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","X-Men, formerly US Marine Corp","Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",185.0,225.0
664,Thunderstrike,63.0,80.0,70.0,84.0,Eric Kevin Masterson,Thor,Unknown,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,1988-03-08,Marvel Comics,good,Male,Unknown,"[""6'6"", '198 cm']","['640 lb', '288 kg']",blue,blond,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",Unknown,"(At time of death) Avengers; (Formerly) Legion of the Unliving, Thor Corps","Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",198.0,640.0
665,Thundra,38.0,81.0,32.0,64.0,Thundra,Unknown,Unknown,"Fantastic Four #129 (December, 1972)",1972-09-12,Marvel Comics,good,Female,Unknown,"[""7'2"", '218 cm']","['350 lb', '158 kg']",green,red,"Ruler, warrior",Mobile; United Sisterhood Republic of North America,"Lady Liberators; Empress of the Sisterhood; formerly Frightful Four, Fantastic Four, former agent of Roxxon Oil Corporation","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",218.0,350.0
666,Tiger Shark,38.0,72.0,46.0,70.0,Todd Arliss,Arlys Tigershark,"Pasadena, California","Sub-Mariner #5 (September, 1968)",1968-06-04,Marvel Comics,bad,Male,Human,"[""6'1"", '185 cm']","['450 lb', '203 kg']",grey,no hair,Unknown,Unknown,"Villains for Hire, Lethal Legion, Dr. Dorcas; Masters of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders","Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",185.0,450.0
667,Tigra,63.0,32.0,53.0,38.0,Greer Grant Nelson,"The Cat, Greer Sorenson",Presumably Chicago Illinois USA,The Cat #1,1972-11-07,Marvel Comics,good,Female,Unknown,"[""5'10"", '178 cm']","['180 lb', '81 kg']",green,auburn,"Laboratory assistant, model, adventurer, NYC police","New York City, New York USA",Avengers,"Mr. Grant (father), Mrs. Grant (mother, deceased), William Nelson (husband, deceased)",178.0,180.0
668,Tinkerer,100.0,10.0,23.0,14.0,Phineas Mason,Unknown,Unknown,Amazing Spider-Man #2 (1963),1963-02-05,Marvel Comics,bad,Male,Unknown,"[""5'4"", '163 cm']","['120 lb', '54 kg']",brown,white,Inventor and technician serving the underworld,Unknown,Unknown,"Deborah Watts Mason (wife, deceased), Rick Mason (aka Agent, son, deceased)",163.0,120.0
670,Toad,50.0,34.0,58.0,56.0,Mortimer Toynbee,The Terrible Toad-King,"York, England","X-Men #4 (March, 1964)",1964-01-08,Marvel Comics,neutral,Male,Mutant,"[""5'9"", '175 cm']","['169 lb', '76 kg']",black,brown,Former criminal,Unknown,"198; (formerly) Brotherhood of Evil Mutants, Misfits; (formerly) associate of Gideon, Emma Frost",Unknown,175.0,169.0
671,Toxin,56.0,73.0,70.0,84.0,Patrick Mulligan,Larry,New York City,Venom vs. Carnage #1 (2004),2004-07-07,Marvel Comics,good,Male,Symbiote,"[""6'2"", '188 cm']","['215 lb', '97 kg']",blue,brown,Police officer,Unknown,Ally of Spider-Man and Black Cat,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",188.0,215.0
676,Triplicate Girl,63.0,10.0,23.0,42.0,Luornu Durgo,"Duo Damsel, Una, Triad",Unknown,Teen Titans/Legion Special #1,2004-12-15,DC Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['130 lb', '59 kg']",purple,brown,Unknown,"Earth, 31st century",Legion of Super-Heroes,Unknown,168.0,130.0
677,Triton,56.0,63.0,50.0,65.0,Triton,Unknown,"Island of Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",1965-09-07,Marvel Comics,good,Male,Inhuman,"[""6'2"", '188 cm']","['190 lb', '86 kg']",green,no hair,Unknown,Unknown,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; formerly Shi'ar Army Elite Corps & Imperial Guard[citation needed], Namor's Deep Six","Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",188.0,190.0
680,Ultron,88.0,83.0,42.0,100.0,Ultron,"Crimson Cowl, Great Devil, Great Ultron, Iron Man, Mark, Omega, Ultimate Ultron, Ultron-5 (and hundreds of other sequential numerical designations), Ultron Mark Twelve, Ho Yinsen","Created in Cresskill, New Jersey","Avengers #54 (July, 1968)",1968-04-02,Marvel Comics,bad,Male,Android,"[""6'9"", '206 cm']","['735 lb', '331 kg']",red,unknown,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",Unknown,"Phalanx; formerly Sons of Yinsen, Lethal Legion, Masters of Evil","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision",206.0,735.0
685,Vanisher,63.0,10.0,75.0,56.0,Unknown,Telford Porter,"Boston, Massachusetts",X-Men (Vol 1) #2,1963-09-03,Marvel Comics,bad,Male,Unknown,"[""5'5"", '165 cm']","['175 lb', '79 kg']",green,no hair,"Professional criminal, former subversive","former) Factor Three headquarters, Europe; Beat Street Club, New York City","(former) Outer Circle of Enforcers II, Factor Three, Fallen Angels",Unknown,165.0,175.0
688,Venom II,50.0,57.0,47.0,70.0,Angelo Fortunato,Unknown,Unknown,Marvel Knights Spider-Man #7 (2005),2004-11-10,Marvel Comics,bad,Male,Unknown,"[""5'9"", '175 cm']","['110 lb', '50 kg']",brown,black,Unknown,Unknown,Unknown,"Vincente Paolo Fortunato (father), unidentified mother (deceased), Giacomo Fortunato (Jimmy-Six, brother), Anna Fortunato (sister), Mary Fortunato (sister-in-law), James Fortunato (nephew), other unidentified neices or nephews",175.0,110.0
692,Vibe,50.0,10.0,17.0,30.0,Cisco Ramon,Unknown,Unknown,The New 52: FCBD Special Edition #1,2012-05-05,DC Comics,good,Male,Human,"[""5'10"", '178 cm']","['157 lb', '71 kg']",brown,black,Unknown,Unknown,Unknown,"Rapture (Armando Ramon, brother), Dante Ramon (brother)",178.0,157.0
699,Vixen,50.0,38.0,50.0,50.0,Mari McCabe,Unknown,Zambesi,"Action Comics #521 (July, 1981)",1981-04-30,DC Comics,good,Female,Human,"[""5'9"", '175 cm']","['140 lb', '63 kg']",amber,black,Former Model,Unknown,"Formerly Suicide Squad, Checkmate, Ultramarines, Birds of Prey, Justice League of America","Reverend Richard Jiwe (father, deceased), Jeanne-Mari Jiwe (mother, deceased), General Mustapha Maksai (uncle, deceased), Tantu (ancestor)",175.0,140.0
701,Vulture,75.0,22.0,42.0,25.0,Adrian Toomes,Unknown,"Staten Island, New York City",Amazing Spider-Man #2,1963-02-05,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",brown,no hair,Professional criminal; formerly electronics engineer,Unknown,"Formerly Sinister Twelve, Sinister Six","Marcus (brother, possibly deceased), Malachi Toomes (nephew, deceased), Valeria Toomes (daughter), unnamed son, Ramona (daughter-in-law), unnamed grandson",180.0,175.0
702,Walrus,50.0,28.0,8.0,50.0,Hubert Carpent,Unknown,"Brooklyn, New York","Defenders #131 (May, 1984)",1984-02-07,Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['360 lb', '162 kg']",blue,black,Cab driver,Unknown,Unknown,Humbert Carpenter (uncle),183.0,360.0
703,War Machine,63.0,80.0,63.0,100.0,James Rupert Rhodes,"Rhodey, Iron Man, Jim Rhodes","Philadelphia, Pennsylvania",Iron Man #118 (1979),1978-10-10,Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['210 lb', '95 kg']",brown,brown,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",Unknown,"Initiative; formerly: Sentinel Squad O*N*E, Office of National Emergency (O*N*E), Crew, Secret Defenders, Worldwatch, Stark Enterprises, Force Works, West Coast Avengers, U.S. Marine Corps","David Rhodes (father), Roberta Rhodes (mother), Jeanette Rhodes (sister, deceased), Josh (uncle, last name unrevealed), unnamed alleged son",185.0,210.0
705,Warlock,88.0,36.0,79.0,95.0,Adam Warlock,"Him, (in an alternate future) the Magus","The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,1967-06-06,Marvel Comics,good,Male,Unknown,"[""6'2'"", '188 cm']","['240 lb', '108 kg']",red,blond,"Avenger, savior of worlds","Counter-Earth, later mobile","Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",Unknown,188.0,240.0
706,Warp,38.0,10.0,23.0,28.0,Emil LaSalle,Unknown,Unknown,The New Teen Titans #14 (December 1981),1981-09-24,DC Comics,bad,Male,Unknown,"[""5'8"", '173 cm']","['148 lb', '67 kg']",brown,black,Unknown,Unknown,"Brotherhood of Evil, The Society",Unknown,173.0,148.0
708,Wasp,63.0,17.0,58.0,52.0,Janet Van Dyne,Pixie,"Cresskill, New Jersey",TALES TO ASTONISH #44,1963-03-05,Marvel Comics,good,Female,Human,"[""5'4"", '163 cm']","['110 lb', '50 kg']",blue,auburn,"Adventurer, fashion designer, independently wealthy socialite",Avengers Mansion,Avengers,"Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",163.0,110.0
714,Winter Soldier,56.0,32.0,35.0,65.0,Bucky Barnes,"Bucky, Captain America",Unknown,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",2004-11-17,Marvel Comics,good,Male,Human,"[""5'9"", '175 cm']","['260 lb', '117 kg']",brown,brown,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",Unknown,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",175.0,260.0
716,Wolfsbane,38.0,16.0,35.0,42.0,Rahne Sinclair,"Grimfang, Mutate #490","Somewhere in Ross and Cromarty, Scotland",Marvel Graphic Novel #4: New Mutants,1982-09-15,Marvel Comics,good,Female,Unknown,"[""12'"", '366 cm']","['1050 lb', '473 kg']",green,auburn,Teacher,"(current) X-Factor Investigations, New York City (former)Professor Xavier's School of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-Factor headquarters, Embassy Row, Washington, D.C.; X-Factor Headquarters, New Yo","(current) X-Factor Investigations, (former) X-Factor, New Mutants, Hellions, Excalibur","Reverand Craig (father), Moira MacTaggert (surrogate mother, deceased)",366.0,1050.0
717,Wolverine,63.0,32.0,50.0,100.0,Logan,"Weapon X, Weapon Ten, Death, Mutate 9601, Jim Logan, Emilio Garra, Weapon Chi, Experiment X, Agent Ten, Peter Richards, Mai kethLogan, Mr. Patch","Alberta, Canada",Incredible Hulk Vol. 2 #180,1974-07-30,Marvel Comics,good,Male,Mutant,"[""5'3"", '160 cm']","['300 lb', '135 kg']",blue,black,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City","X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",160.0,300.0
718,Wonder Girl,75.0,90.0,25.0,80.0,Cassandra Elizabeth Sandsmark,"Cassandra Sandsmark, Cassie, Helen Troy, Wonder Woman, Cassie Sandsmark",Unknown,Wonder Woman (vol. 2) #105 (January 1996),1995-11-21,DC Comics,good,Female,Demi-God,"[""5'5"", '165 cm']","['114 lb', '51 kg']",blue,blond,Unknown,Unknown,"Teen Titans, Young Justice, Themyscira",Unknown,165.0,114.0
719,Wonder Man,75.0,100.0,53.0,90.0,Simon Williams,"Wondie, JQ-272712-K","Paterson, New Jersey",AVENGERS #9,1964-07-09,Marvel Comics,good,Male,Unknown,"[""6'2"", '188 cm']","['380 lb', '171 kg']",red,black,"Former industrialist, now stuntman, actor, adventurer",Mobile,"Former ally of the original Masters of Evil, former member of the East Coast Avengers, current member of the West Coast Avengers","Sanford (father, deceased) Martha (mother), Eric (alias the Grim Reaper, brother, deceased), Vision II ('brother')",188.0,380.0
720,Wonder Woman,88.0,100.0,79.0,100.0,Diana Prince,"Princess Diana, Princess of the Amazons, Goddess of Truth,  Wondy, Wonder Girl, The Amazon Princess",Themyscira,"All-Star Comics #8 (December, 1941)",1941-10-21,DC Comics,good,Female,Amazon,"[""6'0"", '183 cm']","['165 lb', '74 kg']",blue,black,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",Unknown,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",183.0,165.0
722,Wyatt Wingfoot,10.0,10.0,12.0,1.0,Wyatt Wingfoot,Unknown,"Keewazi Reservation, Oklahoma",FANTASTIC FOUR #50,1966-02-08,Marvel Comics,good,Male,Unknown,"[""6'5'"", '196 cm']","['260 lb', '117 kg']",brown,black,Occasional adventurer,"Fantastic Four headquarters, New York City, and Keewazi Reservation, Oklahoma",Ally and companion of the Fantastic Four,"Will Wingfoot (father, deceased), Chief Silent Fox (grandfather, deceased)",196.0,260.0
723,X-23,75.0,24.0,42.0,100.0,Laura Kinney,"Laura Logan, Laura Howlett, Laura X, Talon, Wolverine, X23","The Facility, location unrevealed",NYX #3,2003-12-17,Marvel Comics,good,Female,Mutant / Clone,"[""5'1"", '155 cm']","['110 lb', '50 kg']",green,black,"Adventurer, Student, former; Assassin, Prostitute","Mobile. Formerly Avengers Mansion, New York City and Avengers Compound","New X-Men, formerly Xavier Institute Student Body, The Facility","Sarah Kinney (surrogate mother, deceased), James Howlett (Wolverine, genetic progenitor)",155.0,110.0
724,X-Man,88.0,53.0,53.0,95.0,Nate Grey,Nate the Great,American Northeast of Earth-295,X-Man #1 (1995),1995-01-03,Marvel Comics,good,Male,Unknown,"[""5'9"", '175 cm']","['135 lb', '61 kg']",blue,brown,"Former shaman, adventurer, freedom fighter",Unknown,"Formerly X-Men, Brotherhood of Mutants, Forge's resistance","Scott Summers of Earth-295 (Cyclops, genetic template), Jean Grey of Earth-295 (genetic template)",175.0,135.0
