id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg,BMI
648,Synch,75.0,67.0,23.0,28.0,74.0,56.0,Everett Thomas,No alter egos found.,Unknown,Unknown,X-Men #36 (1994),07/05/1994,Marvel Comics,good,Male,Unknown,"[""5'11"", '180 cm']","['165 lb', '74 kg']",brown,black,Student,Massachusetts Academy,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",180.0,165.0,50.9259259259259
653,Taskmaster,75.0,12.0,50.0,20.0,63.0,100.0,Tony Masters,No alter egos found.,Unknown,Unknown,Avengers #195,02/12/1980,Marvel Comics,bad,Male,Human,"[""6'2"", '188 cm']","['220 lb', '99 kg']",brown,brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy",Unknown,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",188.0,220.0,62.2453598913536
655,Thanos,100.0,100.0,33.0,100.0,100.0,80.0,Thanos,No alter egos found.,"The Mad Titan, Masterlord, The Overmaster, Chins",Titan,Iron Man #55,12/12/1972,Marvel Comics,bad,Male,Eternal,"[""6'7"", '201 cm']","['985 lb', '443 kg']",red,no hair,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Zodiac (ally); formerly Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",201.0,985.0,243.805846389941
657,The Comedian,63.0,14.0,17.0,10.0,12.0,80.0,Edward Morgen Blake,No alter egos found.,Eddie Blake,Unknown,"Watchmen #1 (September, 1986)",07/29/1986,DC Comics,neutral,Male,Human,"[""6'2"", '188 cm']","['225 lb', '101 kg']",brown,black,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen","Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",188.0,225.0,63.6600271616116
658,Thing,75.0,84.0,21.0,100.0,38.0,80.0,Ben Grimm,No alter egos found.,"Blackbeard the Pirate, Grim Ben, Dr. Josiah Verpoorteen","New York City, New York","Fantastic Four #1 (November, 1961)",08/08/1961,Marvel Comics,good,Male,Human / Radiation,"[""6'0"", '183 cm']","['500 lb', '225 kg']",blue,no hair,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",183.0,500.0,149.302756128878
660,Thor Girl,75.0,83.0,70.0,84.0,100.0,70.0,Tarene,No alter egos found.,"Asgard Lass, the Designate, the Destroyer, Hammerette, Hammer Girl, Hammer Lass, Tara Olson, Spirit of the Jewel, the Supreme, Thoreta, Thorita, Thor Lass",Unknown,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",02/09/2000,Marvel Comics,good,Female,Asgardian,"[""5'9"", '175 cm']","['317 lb', '143 kg']",blue,blond,Unknown,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Ally of the Asgardians,Unknown,175.0,317.0,103.510204081633
661,Thunderbird,50.0,32.0,27.0,32.0,13.0,70.0,John Proudstar,No alter egos found.,Unknown,"Camp Verde, Arizona",Giant-Size X-Men #1 (1975),05/01/1975,Marvel Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['225 lb', '101 kg']",brown,black,"Former adventurer, student, Marine","Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","X-Men, formerly US Marine Corp","Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",185.0,225.0,65.7414170927684
663,Thunderbird III,,,,,,,Neal Shaara,No alter egos found.,Unknown,Bangladesh,Unknown,,Marvel Comics,good,Male,Unknown,"[""5'9'"", '175 cm']","['165 lb', '74 kg']",brown,black,Adventurer,Unknown,"None; formerly X-Men, X-Corporation","Sanjit (brother,deceased)",175.0,165.0,53.8775510204082
664,Thunderstrike,63.0,80.0,70.0,84.0,42.0,72.0,Eric Kevin Masterson,No alter egos found.,Thor,Unknown,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,03/08/1988,Marvel Comics,good,Male,Unknown,"[""6'6"", '198 cm']","['640 lb', '288 kg']",blue,blond,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",Unknown,"(At time of death) Avengers; (Formerly) Legion of the Unliving, Thor Corps","Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",198.0,640.0,163.248648097133
665,Thundra,38.0,81.0,32.0,64.0,26.0,54.0,Thundra,No alter egos found.,Unknown,Unknown,"Fantastic Four #129 (December, 1972)",09/12/1972,Marvel Comics,good,Female,Unknown,"[""7'2"", '218 cm']","['350 lb', '158 kg']",green,red,"Ruler, warrior",Mobile; United Sisterhood Republic of North America,"Lady Liberators; Empress of the Sisterhood; formerly Frightful Four, Fantastic Four, former agent of Roxxon Oil Corporation","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",218.0,350.0,73.646999410824
666,Tiger Shark,38.0,72.0,46.0,70.0,51.0,28.0,Todd Arliss,No alter egos found.,Arlys Tigershark,"Pasadena, California","Sub-Mariner #5 (September, 1968)",06/04/1968,Marvel Comics,bad,Male,Human,"[""6'1"", '185 cm']","['450 lb', '203 kg']",grey,no hair,Unknown,Unknown,"Villains for Hire, Lethal Legion, Dr. Dorcas; Masters of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders","Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",185.0,450.0,131.482834185537
667,Tigra,63.0,32.0,53.0,38.0,33.0,90.0,Greer Grant Nelson,No alter egos found.,"The Cat, Greer Sorenson",Presumably Chicago Illinois USA,The Cat #1,11/07/1972,Marvel Comics,good,Female,Unknown,"[""5'10"", '178 cm']","['180 lb', '81 kg']",green,auburn,"Laboratory assistant, model, adventurer, NYC police","New York City, New York USA",Avengers,"Mr. Grant (father), Mrs. Grant (mother, deceased), William Nelson (husband, deceased)",178.0,180.0,56.8110087110213
668,Tinkerer,100.0,10.0,23.0,14.0,10.0,14.0,Phineas Mason,No alter egos found.,Unknown,Unknown,Amazing Spider-Man #2 (1963),02/05/1963,Marvel Comics,bad,Male,Unknown,"[""5'4"", '163 cm']","['120 lb', '54 kg']",brown,white,Inventor and technician serving the underworld,Unknown,Unknown,"Deborah Watts Mason (wife, deceased), Rick Mason (aka Agent, son, deceased)",163.0,120.0,45.1654183446874
670,Toad,50.0,34.0,58.0,56.0,70.0,28.0,Mortimer Toynbee,No alter egos found.,The Terrible Toad-King,"York, England","X-Men #4 (March, 1964)",01/08/1964,Marvel Comics,neutral,Male,Mutant,"[""5'9"", '175 cm']","['169 lb', '76 kg']",black,brown,Former criminal,Unknown,"198; (formerly) Brotherhood of Evil Mutants, Misfits; (formerly) associate of Gideon, Emma Frost",Unknown,175.0,169.0,55.1836734693878
671,Toxin,56.0,73.0,70.0,84.0,82.0,70.0,Patrick Mulligan,No alter egos found.,Larry,New York City,Venom vs. Carnage #1 (2004),07/07/2004,Marvel Comics,good,Male,Symbiote,"[""6'2"", '188 cm']","['215 lb', '97 kg']",blue,brown,Police officer,Unknown,Ally of Spider-Man and Black Cat,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",188.0,215.0,60.8306926210955
674,Trickster,,,,,,,Giovanni Giuseppe,No alter egos found.,James Jesse,Unknown,"Flash #113 (July, 1960)",05/03/1960,DC Comics,Unknown,Male,Human,"[""6'0"", '183 cm']","['179 lb', '81 kg']",blue,blond,"Special effects designer, con artist",Keystone City,Unknown,Unknown,183.0,179.0,53.4503866941384
675,Trigon,,99.0,,,,,Unknown,No alter egos found.,"Lucifer, Satan,The Devil, Lord Trigon, Master Trigon, King Trigon, Conqueror of Worlds, Ruler of the Five Under Realms",Unknown,"New Teen Titans #5 (March, 1981)",12/11/1980,DC Comics,bad,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",yellow,black,Unknown,Unknown,Unknown,"Belial (son), Ruskoff (son), Suge (son), Raven (daughter)",,,
676,Triplicate Girl,63.0,10.0,23.0,42.0,44.0,42.0,Luornu Durgo,No alter egos found.,"Duo Damsel, Una, Triad",Unknown,Teen Titans/Legion Special #1,12/15/2004,DC Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['130 lb', '59 kg']",purple,brown,Unknown,"Earth, 31st century",Legion of Super-Heroes,Unknown,168.0,130.0,46.0600907029479
677,Triton,56.0,63.0,50.0,65.0,35.0,55.0,Triton,No alter egos found.,Unknown,"Island of Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",09/07/1965,Marvel Comics,good,Male,Inhuman,"[""6'2"", '188 cm']","['190 lb', '86 kg']",green,no hair,Unknown,Unknown,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; formerly Shi'ar Army Elite Corps & Imperial Guard[citation needed], Namor's Deep Six","Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",188.0,190.0,53.7573562698053
678,Two-Face,88.0,10.0,12.0,14.0,9.0,28.0,Harvey Dent,No alter egos found.,Apollo,Unknown,Unknown,,DC Comics,bad,Male,Unknown,"[""6'0"", '183 cm']","['182 lb', '82 kg']",unknown,unknown,Reformed criminal; former district attorney,Unknown,Unknown,"Duela Dent (Daughter), Gilda Dent (Wife), Poison Ivy (Fianc�e), Rachel Dawes (Girlfriend)",183.0,182.0,54.3462032309116
679,Ultragirl,50.0,80.0,35.0,70.0,35.0,80.0,Tsu-Zana,No alter egos found.,"Suzy Sherman, Ultra-Girl",Unknown,Unknown,,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['233 lb', '105 kg']",blue,blond,Model,Unknown,"Initiative, New Warriors",Toby Sherman (father),168.0,233.0,82.5538548752835
680,Ultron,88.0,83.0,42.0,100.0,100.0,64.0,Ultron,No alter egos found.,"Crimson Cowl, Great Devil, Great Ultron, Iron Man, Mark, Omega, Ultimate Ultron, Ultron-5 (and hundreds of other sequential numerical designations), Ultron Mark Twelve, Ho Yinsen","Created in Cresskill, New Jersey","Avengers #54 (July, 1968)",04/02/1968,Marvel Comics,bad,Male,Android,"[""6'9"", '206 cm']","['735 lb', '331 kg']",red,unknown,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",Unknown,"Phalanx; formerly Sons of Yinsen, Lethal Legion, Masters of Evil","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision",206.0,735.0,173.201998303327
681,Utgard-Loki,50.0,80.0,23.0,84.0,85.0,64.0,Unknown,No alter egos found.,Unknown,Jotunheim,Unknown,,Marvel Comics,bad,Male,Frost Giant,"[""50'0"", '15.2 meters']","['128000 lb', '58 tons']",blue,white,Monarch,Unknown,Giants of Jotunheim,Unknown,,128000.0,
682,Vagabond,,,,,,,Priscilla Lyons,No alter egos found.,Unknown,Unknown,"(as Lyons) CAPTAIN AMERICA #325, (as Vagabond) CAPTAIN AMERICA #342",10/21/1986,Marvel Comics,good,Female,Unknown,"[""5'6'"", '168 cm']","['120 lb', '54 kg']",blue,strawberry blond,Adventurer,Mobile,Former partner of Nomad,Phil (brother),168.0,120.0,42.5170068027211
684,Valkyrie,,94.0,,,,,Brunnhilde (also spelled Brunnhilda),No alter egos found.,"Barbara Norriss, Samantha Parrington",Presumably Asgard,(Enchantress in Valkyrie's form) AVENGERS #83,10/13/1970,Marvel Comics,good,Female,Unknown,"[""6'3'"", '191 cm']","['475 lb', '214 kg']",blue,blond,"Chooser of the Slain, Adventurer","Asgard, later New York City area, later Defenders Mansion, Colorado.","Gods at Asgard, Valkyrior, Defenders",Unknown,191.0,475.0,130.20476412379
685,Vanisher,63.0,10.0,75.0,56.0,61.0,42.0,Unknown,No alter egos found.,Telford Porter,"Boston, Massachusetts",X-Men (Vol 1) #2,09/03/1963,Marvel Comics,bad,Male,Unknown,"[""5'5"", '165 cm']","['175 lb', '79 kg']",green,no hair,"Professional criminal, former subversive","former) Factor Three headquarters, Europe; Beat Street Club, New York City","(former) Outer Circle of Enforcers II, Factor Three, Fallen Angels",Unknown,165.0,175.0,64.2791551882461
688,Venom II,50.0,57.0,47.0,70.0,54.0,56.0,Angelo Fortunato,No alter egos found.,Unknown,Unknown,Marvel Knights Spider-Man #7 (2005),11/10/2004,Marvel Comics,bad,Male,Unknown,"[""5'9"", '175 cm']","['110 lb', '50 kg']",brown,black,Unknown,Unknown,Unknown,"Vincente Paolo Fortunato (father), unidentified mother (deceased), Giacomo Fortunato (Jimmy-Six, brother), Anna Fortunato (sister), Mary Fortunato (sister-in-law), James Fortunato (nephew), other unidentified neices or nephews",175.0,110.0,35.9183673469388
692,Vibe,50.0,10.0,17.0,30.0,99.0,30.0,Cisco Ramon,No alter egos found.,Unknown,Unknown,The New 52: FCBD Special Edition #1,05/05/2012,DC Comics,good,Male,Human,"[""5'10"", '178 cm']","['157 lb', '71 kg']",brown,black,Unknown,Unknown,Unknown,"Rapture (Armando Ramon, brother), Dante Ramon (brother)",178.0,157.0,49.5518242646131
694,Vindicator,,,,,,,Dr. James McDonald Hudson,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
699,Vixen,50.0,38.0,50.0,50.0,62.0,25.0,Mari McCabe,No alter egos found.,Unknown,Zambesi,"Action Comics #521 (July, 1981)",04/30/1981,DC Comics,good,Female,Human,"[""5'9"", '175 cm']","['140 lb', '63 kg']",amber,black,Former Model,Unknown,"Formerly Suicide Squad, Checkmate, Ultramarines, Birds of Prey, Justice League of America","Reverend Richard Jiwe (father, deceased), Jeanne-Mari Jiwe (mother, deceased), General Mustapha Maksai (uncle, deceased), Tantu (ancestor)",175.0,140.0,45.714285714285694
700,Vulcan,,56.0,,,,,Gabriel Summers,No alter egos found.,Kid Vulcan,Unknown,Unknown,,Marvel Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",black,black,Unknown,Unknown,Formerly X-Men,"Philip Summers (grandfather), Deborah Summers (grandmother), Christopher Summers (Father), Katherine Anne Summers (Mother), Scott Summers (Cyclops, brother), Alexander Summers (Havok, brother), Jean Grey-Summers (Phoenix, sister-in-law, deceased), Madelyne Pryor-Summers (ex-sister-in-law, deceased), Nathan Christopher Summers (Cable, nephew), Aliya Jenskot (niece-in-law, deceased), Tyler Dayspring (Genesis, grandnephew, deceased), Stryfe (clone nephew, deceased), Rachel Summers (Marvel Girl, alternate timeline niece)",,,
701,Vulture,75.0,22.0,42.0,25.0,26.0,30.0,Adrian Toomes,No alter egos found.,Unknown,"Staten Island, New York City",Amazing Spider-Man #2,02/05/1963,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",brown,no hair,Professional criminal; formerly electronics engineer,Unknown,"Formerly Sinister Twelve, Sinister Six","Marcus (brother, possibly deceased), Malachi Toomes (nephew, deceased), Valeria Toomes (daughter), unnamed son, Ramona (daughter-in-law), unnamed grandson",180.0,175.0,54.0123456790123
702,Walrus,50.0,28.0,8.0,50.0,11.0,20.0,Hubert Carpent,No alter egos found.,Unknown,"Brooklyn, New York","Defenders #131 (May, 1984)",02/07/1984,Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['360 lb', '162 kg']",blue,black,Cab driver,Unknown,Unknown,Humbert Carpenter (uncle),183.0,360.0,107.497984412792
703,War Machine,63.0,80.0,63.0,100.0,100.0,85.0,James Rupert Rhodes,No alter egos found.,"Rhodey, Iron Man, Jim Rhodes","Philadelphia, Pennsylvania",Iron Man #118 (1979),10/10/1978,Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['210 lb', '95 kg']",brown,brown,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",Unknown,"Initiative; formerly: Sentinel Squad O*N*E, Office of National Emergency (O*N*E), Crew, Secret Defenders, Worldwatch, Stark Enterprises, Force Works, West Coast Avengers, U.S. Marine Corps","David Rhodes (father), Roberta Rhodes (mother), Jeanette Rhodes (sister, deceased), Josh (uncle, last name unrevealed), unnamed alleged son",185.0,210.0,61.3586559532505
705,Warlock,88.0,36.0,79.0,95.0,71.0,95.0,Adam Warlock,No alter egos found.,"Him, (in an alternate future) the Magus","The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,06/06/1967,Marvel Comics,good,Male,Unknown,"[""6'2'"", '188 cm']","['240 lb', '108 kg']",red,blond,"Avenger, savior of worlds","Counter-Earth, later mobile","Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",Unknown,188.0,240.0,67.9040289723857
706,Warp,38.0,10.0,23.0,28.0,85.0,50.0,Emil LaSalle,No alter egos found.,Unknown,Unknown,The New Teen Titans #14 (December 1981),09/24/1981,DC Comics,bad,Male,Unknown,"[""5'8"", '173 cm']","['148 lb', '67 kg']",brown,black,Unknown,Unknown,"Brotherhood of Evil, The Society",Unknown,173.0,148.0,49.4503658658826
708,Wasp,63.0,17.0,58.0,52.0,29.0,42.0,Janet Van Dyne,No alter egos found.,Pixie,"Cresskill, New Jersey",TALES TO ASTONISH #44,03/05/1963,Marvel Comics,good,Female,Human,"[""5'4"", '163 cm']","['110 lb', '50 kg']",blue,auburn,"Adventurer, fashion designer, independently wealthy socialite",Avengers Mansion,Avengers,"Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",163.0,110.0,41.4016334826301
709,Watcher,100.0,80.0,67.0,89.0,100.0,56.0,Uatu,No alter egos found.,Unknown,Unknown,"Fantastic Four #13 (April, 1963)",01/03/1963,Marvel Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,"The Watchers, Friend and Ally of the Fantastic Four, among other Earth heroes","Ikor (father); Aron (nephew); Qyre, Zoma (cousins)",,,
710,Weapon XI,,,,,,,Weapon XI,No alter egos found.,weapon 10,Unknown,Unknown,,Marvel Comics,bad,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
711,White Canary,63.0,7.0,33.0,15.0,49.0,90.0,Unknown,No alter egos found.,"Silk Sister, Sara Lance",Unknown,Birds of Prey #1,11/04/1998,DC Comics,bad,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",brown,black,Unknown,Unknown,Unknown,Unknown,,,
712,White Queen,,,,,,,Emma Grace Frost,No alter egos found.,White Queen,"Boston, Massachusetts",UNCANNY X-MEN #129,10/09/1979,Marvel Comics,good,Female,Unknown,"[""5'10'"", '178 cm']","['144 lb', '65 kg']",blue,blond,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International","Xavier Institute, Salem Center, Westchester, New York; formerly Massachusetts Academy","X-Men formerly Generation X headmistress, Hellions controller, Hellfire Club Inner Circle","Winston (father), Hazel (mother), Cordelia (sister), Adrienne (sister, deceased), Christian (brother), Steven (brother-in-law, deceased), Jocasta (cousin)",178.0,144.0,45.4488069688171
